StockCode,ProductDescription,TotalRevenue,TotalQuantity,InvoiceCount,RevenueRank,QuantityRank,InvoiceRank
23664,FLOWER SHOP DESIGN MUG,1.65,1,1,3898.5,3874.5,3837.0
23681,LUNCH BAG RED VINTAGE DOILY,2525.04,1576,132,898.0,900.0,1233.0
23691,WRAP KEEP CALM BIRTHDAY,481.5,1175,38,2239.0,1115.0,2380.0
23692,WRAP A PRETTY THANK YOU,21.0,50,2,3562.5,2977.0,3698.0
23694,PAISLEY PARK CARD,165.08,376,41,2815.0,1949.5,2326.0
23695,DOILY THANK YOU CARD,313.24,741,57,2499.0,1478.0,2059.0
23697,A PRETTY THANK YOU CARD,194.58,456,35,2735.0,1829.0,2439.0
23702,High Resolution Image,27.0,4,3,3497.5,3698.0,3589.0
23843,"PAPER CRAFT , LITTLE BIRDIE",168469.6,80995,1,2.0,1.0,3837.0
35001G,HAND OPEN SHAPE GOLD,677.34,198,30,1962.0,2337.5,2556.0
35001W,HAND OPEN SHAPE DECO.WHITE,270.02,92,5,2573.0,2726.0,3437.0
35004B,SET OF 3 BLACK FLYING DUCKS,2934.81,577,111,800.0,1659.5,1409.0
35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.1,394,39,1110.0,1927.0,2362.0
35004G,SET OF 3 GOLD FLYING DUCKS,454.65,127,21,2271.0,2581.0,2788.0
35004P,SET OF 3 PINK FLYING DUCKS,5.45,1,1,3808.5,3874.5,3837.0
35095A,BLUE VICTORIAN FABRIC OVAL BOX,388.57,925,100,2375.0,1307.5,1529.0
35095B,RED VICTORIAN FABRIC OVAL BOX,352.25,862,98,2427.0,1362.0,1558.0
35241,ENAMEL BLUE RIM BISCUIT BIN,530.49,103,44,2169.0,2668.5,2264.0
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,12,3293.0,3344.0,3077.0
35271S,GOLD PRINT PAPER BAG,3.6100000000000003,19,2,3853.0,3313.0,3698.0
35400,WOODEN BOX ADVENT CALENDAR ,89.5,10,5,3083.0,3502.5,3437.0
35443,RASTA IN BATH W SPLIFF ASHTRAY,6.8,8,6,3781.0,3563.5,3376.5
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,979.11,1848,223,1650.0,785.0,704.5
35591T,TURQUOISE CHRISTMAS TREE ,6.25,5,4,3794.0,3653.0,3506.0
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1,3904.0,3874.5,3837.0
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,1,3904.0,3874.5,3837.0
35597D,PINK/WHITE CHRISTMAS TREE 30CM,17.479999999999997,46,2,3601.0,3000.0,3698.0
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2,3500.0,3532.5,3698.0
35598B,BLACK CHRISTMAS TREE 60CM,460.64,558,25,2264.0,1687.0,2686.0
35598C,WHITE CHRISTMAS TREE 60CM,5.9,2,2,3800.5,3800.5,3698.0
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,42,2226.0,1541.5,2303.5
35599B,BLACK CHRISTMAS TREE 120CM,551.13,217,27,2141.5,2287.0,2630.0
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,34,2137.0,2326.0,2460.5
35607A,PINK FLUFFY CHRISTMAS DECORATION,7.82,26,2,3763.0,3210.5,3698.0
35607B,BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,7,3588.0,2699.5,3323.5
35609A,PINK FEATHER CHRISTMAS DECORATION,2.51,1,1,3875.0,3874.5,3837.0
35610A,PINK CHRISTMAS FLOCK DROPLET ,15.02,10,3,3638.0,3502.5,3589.0
35610B,BLACK CHRISTMAS FLOCK DROPLET ,30.0,24,1,3456.5,3242.0,3837.0
35610C,WHITE CHRISTMAS FLOCK DROPLET ,32.51,25,2,3445.0,3225.0,3698.0
35637A,IVORY STRING CURTAIN WITH POLE ,440.62,170,28,2297.0,2432.0,2601.0
35637C,PINK STRING CURTAIN WITH POLE,100.86,30,9,3036.0,3156.5,3204.5
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5,3111.0,3074.0,3437.0
35638B,PINK/BLUE STRING CURTAIN ,128.32999999999998,57,5,2939.0,2918.5,3437.0
35645,VINTAGE BEAD PINK JEWEL BOX,17.0,4,3,3606.0,3698.0,3589.0
35646,VINTAGE BEAD PINK EVENING BAG,937.25,619,94,1685.0,1607.5,1598.0
35647,VINTAGE BEAD PINK SHADE ,16.25,13,2,3623.5,3425.5,3698.0
35648,VINTAGE BEAD PINK PURSE ,1066.66,979,128,1574.0,1247.5,1268.5
35649,VINTAGE BEAD COSMETIC BAG ,156.85,57,35,2844.0,2918.5,2439.0
35650,VINTAGE BEAD PINK JEWEL STAND,4.95,1,1,3824.0,3874.5,3837.0
35651,VINTAGE BEAD PINK SCARF ,985.84,451,58,1645.0,1836.0,2045.0
35653,VINTAGE BEAD NOTEBOOK,433.19,150,52,2308.0,2499.0,2122.5
35809A,ENAMEL PINK TEA CONTAINER,488.06,420,62,2231.0,1878.5,1993.0
35809B,ENAMEL BLUE RIM TEA CONTAINER,9.18,8,3,3732.0,3563.5,3589.0
35809a,ENAMEL PINK TEA CONTAINER,37.33,9,9,3410.0,3532.5,3204.5
35810A,ENAMEL PINK COFFEE CONTAINER,640.09,633,75,2006.0,1592.5,1824.5
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,174.09,152,26,2793.0,2493.5,2655.5
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,162,5,3215.0,2460.5,3437.0
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2,3471.0,2791.5,3698.0
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",19.86,18,2,3576.0,3328.5,3698.0
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11.78,31,3,3698.0,3145.5,3589.0
35818P,"ACRYLIC JEWEL ICICLE, PINK",105.83,263,19,3016.0,2177.5,2848.5
35819B,"ACRYLIC HANGING JEWEL,BLUE",106.05,268,24,3014.0,2159.5,2715.5
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,3192.0,2706.5,3323.5
35833G,4 GOLD FLOCK CHRISTMAS BALLS,6.72,2,1,3784.5,3800.5,3837.0
35833P,4 PINK FLOCK CHRISTMAS BALLS,88.47,49,22,3086.0,2985.5,2761.5
35909A,RABBIT EASTER DECORATION,23.6,8,3,3537.5,3563.5,3589.0
35909B,PINK FLOWERS RABBIT EASTER,23.6,8,2,3537.5,3563.5,3698.0
35910A,MULTICOLOUR EASTER RABBIT ,39.0,20,4,3392.0,3295.0,3506.0
35910B,PINK FLOWERS RABBIT EASTER,25.349999999999998,13,3,3512.0,3425.5,3589.0
35911A,MULTICOLOUR RABBIT EGG WARMER,292.07,319,70,2527.0,2057.0,1889.0
35911B,PINK/FLOWER RABBIT EGG WARMER ,100.76,119,15,3038.0,2609.0,2970.0
35912B,WHITE/PINK CHICK DECORATION,301.26,252,20,2518.0,2199.0,2817.0
35913B,WHITE/PINK CHICK EASTER DECORATION,35.48,36,10,3424.0,3091.0,3156.5
35914,PINK CHICK EGG WARMER + EGG CUP,218.81,195,40,2681.0,2350.0,2345.0
35915B,BLUE KNITTED HEN ,257.22,220,50,2601.0,2277.0,2154.5
35915C,PEACH KNITTED HEN ,316.46,315,60,2492.0,2065.0,2021.0
35916A,YELLOW FELT HANGING HEART W FLOWER,67.39,87,29,3188.0,2743.5,2577.0
35916B,BLUE FELT HANGING HEART WITH FLOWER,76.67999999999999,91,32,3133.0,2730.0,2512.5
35916C,PINK FELT HANGING HEART W FLOWER,107.72,106,20,3009.0,2654.0,2817.0
35920,FOUR RABBIT EASTER DECORATIONS,104.84,72,15,3023.5,2832.0,2970.0
35921,EASTER BUNNY HANGING GARLAND,133.23,68,23,2921.0,2857.5,2736.5
35922,EASTER BUNNY WREATH,138.6,28,10,2905.0,3181.5,3156.5
35923,CANDY HEART HANGING DECORATION,690.52,1318,62,1946.0,1029.0,1993.0
35924,HANGING FAIRY CAKE DECORATION,1484.3,820,72,1308.0,1403.0,1864.0
35933,PINK STOCKING CHRISTMAS DECORATION,92.21,226,19,3073.0,2258.5,2848.5
35953,FOLKART STAR CHRISTMAS DECORATIONS,1633.6699999999998,3581,131,1222.0,382.0,1244.0
35954,SMALL FOLKART STAR CHRISTMAS DEC,350.47999999999996,1245,54,2429.0,1072.0,2095.5
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688,41,2411.0,1538.5,2326.0
35958,FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,3,3716.0,3452.0,3589.0
35961,FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,244,875.0,470.0,626.0
35964,FOLKART CLIP ON STARS,404.08,783,100,2354.0,1448.5,1529.0
35965,FOLKART HEART NAPKIN RINGS,551.13,366,69,2141.5,1961.0,1903.0
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,2,3714.0,3195.0,3698.0
35967,FOLK ART METAL STAR T-LIGHT HOLDER,252.33,485,67,2612.0,1778.0,1928.0
35968,FOLK ART METAL HEART T-LIGHT HOLDER,82.10000000000001,163,19,3110.0,2456.0,2848.5
35970,ZINC FOLKART SLEIGH BELLS,9512.73,5050,456,247.0,248.0,223.5
35971,ROSE FOLKART HEART DECORATIONS,600.93,462,88,2066.0,1815.5,1657.5
35972,DAISY FOLKART HEART DECORATION,120.0,96,16,2966.0,2699.5,2937.0
37327,ASSTD MULTICOLOUR CIRCLES MUG,840.0799999999999,1578,81,1773.0,899.0,1738.0
37330,BIG POLKADOT MUG,2.34,6,1,3884.0,3613.0,3837.0
37333,"RETRO ""TEA FOR ONE"" ",120.99,21,17,2959.0,3279.0,2907.5
37340,MULTICOLOUR SPRING FLOWER MUG,1695.86,2544,135,1188.0,553.0,1204.0
37342,POLKADOT COFFEE CUP & SAUCER PINK,1489.01,1570,109,1306.0,902.0,1432.0
37343,POLKADOT MUG PINK ,123.3,72,13,2952.0,2832.0,3043.5
37351,ORANGE FLOWER MUG ,9.06,10,2,3735.0,3502.5,3698.0
37370,RETRO COFFEE MUGS ASSORTED,3839.0099999999998,2567,159,645.0,546.0,1025.5
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,7.5,6,1,3769.5,3613.0,3837.0
37413,ICON MUG REVOLUTIONARY,284.49,703,81,2541.0,1521.0,1738.0
37423,WHITE WITH BLACK CATS PLATE,33.18,78,3,3443.0,2791.5,3589.0
37444A,YELLOW BREAKFAST CUP AND SAUCER,66.35000000000001,53,18,3195.0,2945.0,2879.5
37444B,BLUE BREAKFAST CUP AND SAUCER ,11.8,4,3,3697.0,3698.0,3589.0
37444C,PINK BREAKFAST CUP AND SAUCER ,42.27,21,9,3358.0,3279.0,3204.5
37446,MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,183,1081.0,1004.0,896.5
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1313.28,820,115,1412.0,1403.0,1369.5
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,187,984.0,951.0,872.0
37449,CERAMIC CAKE STAND + HANGING CAKES,5117.29,563,154,492.0,1681.5,1061.5
37450,CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,134,1020.0,1504.0,1213.5
37461,FUNKY MONKEY MUG,1.25,1,1,3904.0,3874.5,3837.0
37462E,"PET MUG, GOLDFISH",13.1,36,12,3675.0,3091.0,3077.0
37464,ROBOT MUG IN DISPLAY BOX,3.75,3,2,3849.5,3743.0,3698.0
37467,PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,17,2931.0,2472.0,2907.5
37468,HARDMAN MUG 3 ASSORTED,32.03,64,13,3448.0,2880.0,3043.5
37471,MULTICOLOUR POLKADOT PLATE,30.43,29,3,3454.0,3170.5,3589.0
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,9.95,1,1,3724.5,3874.5,3837.0
37475,SET/4 COLOURFUL MIXING BOWLS,661.9799999999999,70,43,1982.0,2845.5,2283.5
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,399.02,37,26,2362.0,3082.0,2655.5
37479B,CUBIC MUG FLOCK BLUE ON BROWN,78.08999999999999,131,21,3127.0,2565.0,2788.0
37479P,CUBIC MUG FLOCK PINK ON BROWN,142.23,163,32,2889.0,2456.0,2512.5
37482P,CUBIC MUG PINK POLKADOT,349.35,494,47,2434.0,1767.0,2208.0
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,19.72,68,2,3580.0,2857.5,3698.0
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,10.92,28,3,3710.0,3181.5,3589.0
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,14.43,33,14,3659.0,3124.0,3006.0
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77,31,12,3616.0,3145.5,3077.0
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,13.65,23,8,3665.0,3254.5,3262.0
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,17.16,40,16,3603.0,3052.5,2937.0
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,19.81,6,4,3577.0,3613.0,3506.0
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,4,1,3788.5,3698.0,3837.0
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,13.2,8,1,3673.0,3563.5,3837.0
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,9.879999999999999,4,2,3728.0,3698.0,3698.0
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1622.24,440,92,1230.0,1851.0,1611.0
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,113,941.0,1940.5,1387.0
37501,TEA TIME TEA SET IN GIFT BOX,906.83,133,49,1709.0,2557.0,2173.0
37509,NEW ENGLAND MUG W GIFT BOX,5.1,2,2,3811.5,3800.5,3698.0
40001,WHITE BAMBOO RIBS LAMPSHADE,675.2299999999999,821,56,1967.0,1400.5,2073.0
40003,WHITE BAMBOO RIBS LAMPSHADE,179.23000000000002,155,15,2779.0,2487.5,2970.0
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2,12,4,3716.0,3452.0,3506.0
40016,CHINESE DRAGON PAPER LANTERNS,2136.34,5556,97,1013.0,219.0,1570.5
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,6,3221.0,2977.0,3376.5
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,6.3,15,4,3792.0,3379.5,3506.0
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,10.08,24,6,3718.0,3242.0,3376.5
44091A,BLUE CRUSOE CHECK LAMPSHADE,3.78,9,3,3847.0,3532.5,3589.0
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,11.899999999999999,14,5,3695.0,3401.0,3437.0
44092C,PURPLE/COPPER HANGING LAMPSHADE,17.0,20,8,3606.0,3295.0,3262.0
44228,CANNABIS LEAF BEAD CURTAIN,30.599999999999998,36,2,3453.0,3091.0,3698.0
44234,ASSORTED CIRCULAR MOBILE,154.77,693,33,2849.0,1532.0,2486.0
44235,ASSORTED COLOURED CIRCLE MOBILE ,200.04,538,13,2719.0,1708.0,3043.5
44236,PINK/PURPLE CIRCLE CURTAIN,56.52,52,6,3259.0,2956.5,3376.5
44242A,LILAC FEATHERS CURTAIN,9.48,12,1,3730.0,3452.0,3837.0
44242B,PINK FEATHERS CURTAIN,50.28,52,3,3303.0,2956.5,3589.0
44265,M/COLOUR POM-POM CURTAIN,8.5,2,1,3748.0,3800.5,3837.0
45013,FOLDING SHOE TIDY,8.850000000000001,3,2,3737.0,3743.0,3698.0
46000M,POLYESTER FILLER PAD 45x45cm,1582.55,1021,137,1254.0,1215.0,1185.0
46000P,POLYESTER FILLER PAD 65CMx65CM,76.5,18,6,3134.0,3328.5,3376.5
46000R,POLYESTER FILLER PAD 45x30cm,149.35,103,38,2868.0,2668.5,2380.0
46000S,POLYESTER FILLER PAD 40x40cm,2256.2,1556,185,968.0,907.5,885.5
46000U,POLYESTER FILLER PAD 30CMx30CM,133.75,107,26,2919.0,2646.0,2655.5
46115B,GREEN POP ART MAO CUSHION COVER ,2.28,12,2,3885.0,3452.0,3698.0
46118,FUNKY MONKEY CUSHION COVER,317.17,232,46,2489.0,2246.5,2225.5
46126A,ELVIS WALLHANGING / CURTAIN,69.84,52,8,3175.0,2956.5,3262.0
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,43.15,43,12,3351.0,3027.0,3077.0
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,720.93,60,39,1909.0,2903.0,2362.0
46776A,WOVEN BUBBLE GUM CUSHION COVER,651.95,155,70,1994.0,2487.5,1889.0
46776B,WOVEN BERRIES CUSHION COVER ,679.67,161,88,1958.0,2464.0,1657.5
46776C,WOVEN FROST CUSHION COVER,492.79,117,59,2227.0,2613.0,2031.5
46776D,WOVEN SUNSET CUSHION COVER ,378.29,89,37,2389.0,2734.5,2398.0
46776E,WOVEN CANDY CUSHION COVER ,288.43,67,38,2536.0,2862.5,2380.0
46776F,WOVEN ROSE GARDEN CUSHION COVER ,883.12,210,89,1739.0,2309.0,1642.0
46776a,WOVEN BUBBLE GUM CUSHION COVER,20.65,5,1,3567.0,3653.0,3837.0
46776b,WOVEN BERRIES CUSHION COVER ,4.13,1,1,3843.0,3874.5,3837.0
46776e,WOVEN CANDY CUSHION COVER ,4.13,1,1,3843.0,3874.5,3837.0
46776f,WOVEN ROSE GARDEN CUSHION COVER ,28.91,7,1,3483.0,3588.5,3837.0
47013A,WINE BOTTLE DRESSING LT.BLUE,3.0399999999999996,14,4,3868.0,3401.0,3506.0
47013C,WINE BOTTLE DRESSING DARK BLUE,12.97,52,12,3677.0,2956.5,3077.0
47016,LIGHT DECORATION BATTERY OPERATED,4.2,2,1,3839.5,3800.5,3837.0
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,309.29999999999995,582,27,2508.0,1649.5,2630.0
47310M,SMALL POP BOX FUNKY MONKEY,570.4499999999999,410,121,2106.0,1898.5,1324.5
47341A,FUSCHIA TABLE RUN FLOWER ,38.75,27,5,3393.0,3195.0,3437.0
47341B,BLUE TABLE RUN FLOWER,56.25,45,11,3261.0,3009.5,3112.5
47343A,FUSCHIA FLOWER PURSE WITH BEADS,145.17000000000002,159,14,2880.0,2472.0,3006.0
47344B,BLUE FLOWER DES PURSE,43.66,44,6,3346.0,3019.0,3376.5
47348A,FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,3302.0,2693.5,2970.0
47351B,BLUE  VOILE LAMPSHADE,234.50000000000003,86,9,2646.0,2749.0,3204.5
47367B,PAIR PADDED HANGERS PINK CHECK,376.27,112,43,2393.0,2626.0,2283.5
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,93.19,33,20,3069.0,3124.0,2817.0
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,97.13,35,22,3052.0,3104.0,2761.5
47420,ASSORTED COLOUR SUCTION CUP HOOK,37.24,196,13,3412.0,2346.5,3043.5
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,393.0,994,55,2368.0,1238.5,2084.5
47422,ASSORTED MONKEY SUCTION CUP HOOK,246.18,617,45,2622.0,1609.5,2243.5
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,238.60999999999999,469,12,2640.0,1804.5,3077.0
47471,RAINBOW PEGS PHOTO CLIP STRING,189.88,290,39,2748.0,2115.5,2362.0
47480,HANGING PHOTO CLIP ROPE LADDER,1274.1699999999998,746,86,1433.0,1471.5,1678.0
47481,50CM METAL STRING WITH  7 CLIPS,171.79,225,23,2799.0,2263.0,2736.5
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1254.1200000000001,2734,163,1439.0,513.0,992.5
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,110.86,100,37,2999.0,2680.0,2398.0
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,23.85,3,2,3534.5,3743.0,3698.0
47504H,ENGLISH ROSE SPIRIT LEVEL ,964.38,978,118,1663.0,1249.0,1350.0
47504K,ENGLISH ROSE GARDEN SECATEURS,2048.66,2018,212,1046.0,707.0,761.0
47518F,ICON PLACEMAT POP ART ELVIS,113.64,827,28,2989.0,1394.0,2601.0
47518f,ICON PLACEMAT POP ART ELVIS,20.73,5,5,3566.0,3653.0,3437.0
47556B,TEA TIME TEA TOWELS ,6045.0,2600,2,419.0,540.0,3698.0
47559B,TEA TIME OVEN GLOVE,2584.9,2077,287,887.0,685.0,503.0
47559b,TEA TIME OVEN GLOVE,342.65,103,28,2450.0,2668.5,2601.0
47563A,RETRO LONGBOARD IRONING BOARD COVER,551.51,285,105,2140.0,2129.0,1465.5
47566,PARTY BUNTING,99445.23,18283,1685,4.0,22.0,4.0
47566B,TEA TIME PARTY BUNTING,11275.27,2379,365,197.0,599.5,348.5
47566b,TEA TIME PARTY BUNTING,1651.1499999999999,199,102,1213.0,2334.0,1502.5
47567B,TEA TIME KITCHEN APRON,3414.5,602,133,723.0,1622.0,1223.5
47570B,TEA TIME TABLE CLOTH,1727.23,185,31,1175.0,2380.5,2534.0
47570b,TEA TIME TABLE CLOTH,42.019999999999996,2,2,3361.0,3800.5,3698.0
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,665.2,548,114,1980.0,1699.0,1379.0
47574B,ENGLISH ROSE SCENTED HANGING HEART,17.0,4,2,3606.0,3698.0,3698.0
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,197.43,213,45,2726.0,2301.5,2243.5
47579,TEA TIME BREAKFAST BASKET,2.1,1,1,3889.0,3874.5,3837.0
47580,TEA TIME DES TEA COSY,1116.72,388,110,1535.0,1933.0,1421.5
47585A,PINK FAIRY CAKE CUSHION COVER,1129.44,264,83,1525.0,2173.5,1712.0
47586A,PINK FAIRY CAKE CUSHION COVER,53.55,21,8,3280.5,3279.0,3262.0
47589,CONGRATULATIONS BUNTING,70.85,13,3,3166.0,3425.5,3589.0
47590A,BLUE HAPPY BIRTHDAY BUNTING,10491.75,1990,390,212.0,716.0,306.5
47590B,PINK HAPPY BIRTHDAY BUNTING,12050.12,2323,393,177.0,619.5,302.5
47590b,PINK HAPPY BIRTHDAY BUNTING,129.48,12,9,2935.0,3452.0,3204.5
47591B,SCOTTIES CHILDRENS APRON,344.78999999999996,209,56,2445.0,2311.5,2073.0
47591D,PINK FAIRY CAKE CHILDRENS APRON,6052.45,3207,439,418.0,433.0,246.0
47591b,SCOTTIES CHILDRENS APRON,4.13,1,1,3843.0,3874.5,3837.0
47591d,PINK FAIRY CAKE CHILDRENS APRON,672.24,134,56,1971.0,2553.5,2073.0
47593A,CAROUSEL PONIES BABY BIB,14.37,33,12,3660.0,3124.0,3077.0
47593B,SCOTTIE DOGS BABY BIB,946.13,1987,245,1682.0,717.0,622.0
47593b,SCOTTIE DOGS BABY BIB,4.98,6,1,3817.0,3613.0,3837.0
47594A,CAROUSEL DESIGN WASHBAG,199.84,108,50,2720.0,2639.5,2154.5
47594B,SCOTTIES DESIGN WASHBAG,314.54999999999995,170,56,2496.0,2432.0,2073.0
47599A,PINK PARTY BAGS,4649.5,2456,165,549.0,574.5,975.5
47599B,BLUE PARTY BAGS ,2822.32,1480,118,825.0,935.0,1350.0
48111,DOORMAT 3 SMILEY CATS,7708.48,1172,233,311.0,1119.0,664.5
48116,DOORMAT MULTICOLOUR STRIPE,9080.68,1491,201,260.0,933.0,806.5
48129,DOORMAT TOPIARY,6009.84,904,205,424.0,1324.0,797.5
48138,DOORMAT UNION FLAG,25534.15,3751,616,49.0,364.0,120.5
48173C,DOORMAT BLACK FLOCK ,10000.66,1799,188,228.0,802.0,868.5
48173c,DOORMAT BLACK FLOCK ,252.95000000000002,15,7,2610.0,3379.5,3323.5
48184,DOORMAT ENGLISH ROSE ,14300.15,2035,407,137.0,702.0,287.0
48185,DOORMAT FAIRY CAKE,23872.91,3615,365,59.0,381.0,348.5
48187,DOORMAT NEW ENGLAND,24108.39,3807,600,57.0,356.0,131.0
48188,DOORMAT WELCOME PUPPIES,12107.02,2064,287,176.0,689.0,503.0
48189,DOORMAT FRIENDSHIP ,451.10999999999996,27,17,2278.0,3195.0,2907.5
48194,DOORMAT HEARTS,22114.42,3416,592,75.0,399.0,133.0
51008,AFGHAN SLIPPER SOCK PAIR,1690.5500000000002,519,22,1193.0,1733.0,2761.5
51014A,"FEATHER PEN,HOT PINK",2000.06,3842,239,1070.0,353.0,642.5
51014C,"FEATHER PEN,COAL BLACK",1405.73,2687,174,1351.0,522.0,928.5
51014L,"FEATHER PEN,LIGHT PINK",1069.1399999999999,2059,149,1571.0,690.5,1090.5
51014c,"FEATHER PEN,COAL BLACK",0.83,1,1,3913.0,3874.5,3837.0
51020A,SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,325,18,2982.0,2041.0,2879.5
51020B,STRIPY DESIGN SHOWER CAP,70.57,197,15,3168.0,2342.0,2970.0
62018,SOMBRERO ,5716.85,4415,61,446.0,294.0,2010.5
62043B,BLUE CHECK BAG W HANDLE 34X20CM,14.110000000000001,17,5,3662.0,3344.0,3437.0
62074B,ELEPHANT CLIP W SUCTION CUP,6.72,16,4,3784.5,3361.5,3506.0
62086A,PINK RETRO BIG FLOWER BAG,171.6,88,14,2800.0,2738.0,3006.0
62094B,TURQ ICE CREAM BUM BAG ,63.21,19,8,3216.0,3313.0,3262.0
62096A,PINK/YELLOW FLOWERS HANDBAG,132.5,106,8,2923.0,2654.0,3262.0
62096B,PURPLE/TURQ FLOWERS HANDBAG,2.5,2,1,3876.0,3800.5,3837.0
62097B,BLUE STRIPES SHOULDER BAG,7.470000000000001,9,3,3773.5,3532.5,3589.0
70006,LOVE HEART POCKET WARMER,1863.98,2702,120,1122.0,518.0,1334.5
70007,HI TEC ALPINE HAND WARMER,956.36,841,107,1671.5,1381.0,1444.5
71038,WHITE HANGING BEADS CANDLE HOLDER,1239.5,238,47,1447.0,2233.0,2208.0
71050,SMALL SINGLE FLAME CANDLE HOLDER,11.55,33,6,3704.0,3124.0,3376.5
71053,WHITE METAL LANTERN,8419.32,1944,333,285.0,737.0,409.0
71101E,STANDING FAIRY POLE SUPPORT ,278.5,346,22,2552.0,1998.0,2761.5
71143,SILVER BOOK MARK WITH BEADS,196.35999999999999,178,37,2730.0,2405.0,2398.0
71215,METAL BASE FOR CANDLES,4.62,11,2,3832.5,3477.0,3698.0
71270,PHOTO CLIP LINE,334.98,236,49,2458.0,2242.5,2173.0
71279,PINK GLASS CANDLEHOLDER,558.37,175,38,2127.0,2412.5,2380.0
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",283.96000000000004,76,33,2542.0,2808.0,2486.0
71406C,BLACK ORANGE SQUEEZER,57.96,138,21,3250.0,2541.5,2788.0
71459,HANGING JAM JAR T-LIGHT HOLDER,10858.89,13605,440,205.0,41.0,245.0
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,20650.66,6748,316,91.0,164.0,443.5
71495A,CD WALL TIDY BLUE OFFICE,40.379999999999995,103,8,3380.0,2668.5,3262.0
71495B,CD WALL TIDY RED FLOWERS,61.05,163,8,3231.0,2456.0,3262.0
71496A,A4 WALL TIDY BLUE OFFICE,80.96000000000001,127,12,3115.0,2581.0,3077.0
71496B,A4 WALL TIDY RED FLOWERS,7.37,13,4,3777.0,3425.5,3506.0
71510,SQUARE METAL CANDLEHOLDER BASE,36.519999999999996,52,8,3418.0,2956.5,3262.0
72024U,LILAC VOTIVE CANDLE,15.120000000000001,72,3,3635.5,2832.0,3589.0
72051S,BAG OF SILVER STONES,89.53,130,13,3082.0,2570.5,3043.5
72122,COFFEE SCENT PILLAR CANDLE,335.79,324,61,2457.0,2044.0,2010.5
