InvoiceNo,InvoiceRevenue,InvoiceQuantity,ProductLines
559340,308.58000000000004,66,14
559341,443.2,214,11
559342,611.22,327,29
559343,4.25,1,1
559346,202.16,140,15
559349,292.82,184,20
559350,346.38,179,16
559352,126.45,27,8
559353,63.75,5,1
559354,365.05,219,24
559355,112.71000000000001,59,7
559356,869.9,390,44
559357,2215.25,581,64
559358,180.39000000000001,449,13
559359,109.9,92,13
559360,114.53999999999999,68,17
559361,253.7,98,3
559362,683.64,399,40
559363,157.81,71,8
559364,761.9200000000001,412,34
559366,413.96,196,19
559367,303.14,140,17
559368,225.95,125,13
559369,326.77,185,16
559370,185.51,223,15
559371,218.27,52,12
559372,626.88,282,34
559401,185.81,95,27
559418,579.26,325,36
559419,438.0,224,2
559420,225.72,80,10
559421,318.05,160,21
559422,284.75,137,16
559424,630.0500000000001,421,29
559436,110.49,209,24
559441,329.24,200,14
559455,251.9,264,21
559456,17.4,12,1
559457,765.4200000000001,312,20
559458,104.95,2,2
559459,454.28,270,17
559460,300.86,234,16
559462,314.85,139,7
559463,28.35,5,3
559464,419.90999999999997,832,35
559465,3609.8,1568,24
559466,82.04,186,9
559469,252.37,109,13
559471,238.9,290,13
559472,9.2,2,2
559477,305.75,85,11
559488,741.5999999999999,111,48
559489,252.82999999999998,53,24
559490,15.75,2,2
559491,646.04,119,46
559492,267.79,43,14
559493,569.11,86,47
559494,279.2,52,26
559496,55.28,9,7
559497,544.3199999999999,84,41
559499,2295.74,460,62
559501,29.6,10,7
559504,35.33,21,11
559505,535.85,255,19
559506,2382.68,915,315
559507,98.06,55,31
559508,103.97,30,13
559509,31.74,20,17
559510,727.32,456,34
559511,2.37,3,1
559512,329.46000000000004,185,11
559513,243.22,178,37
559514,214.79,33,21
559515,136.32,30,19
559516,282.12,60,2
559517,82.64,12,7
559518,367.33,70,32
559519,870.0,600,4
559520,4.95,1,1
559521,626.93,463,72
559522,5.95,1,1
559523,117.86,44,22
559524,45.0,12,1
559525,383.15,195,32
559526,115.72,61,49
559527,149.02,67,15
559528,455.95,224,27
559529,430.05,251,32
559532,13.01,29,5
559535,244.12,136,77
559536,198.56,235,31
559537,115.44999999999999,87,11
559538,261.54,134,41
559539,337.58,148,20
559541,52.2,36,1
559542,411.77,445,79
559543,38.98,34,26
559544,37.03,39,29
559545,288.42,181,30
559546,909.6,308,17
559547,381.37,242,69
559548,290.69,771,27
559549,277.6,316,65
559550,150.75,64,23
559551,111.23,69,24
559552,260.75,120,72
559553,322.15,175,18
559554,1778.5,782,20
559555,232.6,924,16
559556,34.68,12,1
559557,1217.64,1026,77
559605,346.76,76,8
559606,114.11,68,23
559607,532.48,241,27
559609,126.6,132,4
559629,212.56,84,28
559636,47.550000000000004,9,3
559637,1236.48,1712,5
559638,251.68,264,3
559639,457.26,180,15
559640,533.0200000000001,142,5
559641,335.02,352,37
559652,327.2,200,20
559653,164.22,90,57
559654,865.62,358,21
559656,178.38000000000002,126,10
559657,21.96,44,2
559658,30.0,24,1
559660,1080.65,1352,28
559661,213.70000000000002,42,5
559662,299.7,154,17
559665,308.75,163,65
559668,301.26,406,19
559669,307.97,157,19
559671,114.95,55,21
559672,548.95,488,69
559673,1212.26,665,42
559674,321.1,235,34
559676,1180.1200000000001,462,46
559677,15.0,4,1
559678,214.25,66,29
559679,793.88,372,40
559680,421.24,244,24
559682,32.95,25,2
559684,373.40000000000003,138,14
559685,78.6,49,5
559686,141.98,119,38
559687,168.95,377,11
559688,5.8,4,1
559689,66.75,48,38
559690,850.46,430,7
559691,795.5600000000001,498,34
559692,28.009999999999998,23,17
559693,2416.97,934,358
559694,9.100000000000001,4,4
559696,156.85,53,16
559697,72.38,29,19
559698,631.65,489,55
559699,192.8,77,11
559700,1752.06,646,5
559701,1305.6,512,1
559702,696.72,152,3
559703,857.7,1066,7
559704,471.43,266,31
559706,347.29,240,21
559707,484.86,100,12
559708,116.55000000000001,57,8
559709,884.4,1024,7
559710,191.60000000000002,125,11
559711,204.35,89,12
559715,304.5,406,13
559733,309.07,318,20
559745,113.07,47,11
559746,365.28,241,18
559751,207.41,146,13
559768,197.52000000000004,72,5
559774,119.19,69,23
559782,302.92,156,19
559783,302.04,432,16
559784,834.52,312,9
559790,326.4,128,2
559791,527.3,170,18
559793,24.380000000000003,23,1
559794,446.08,405,30
559795,35.0,28,2
559796,1722.05,400,62
559797,267.04,252,20
559798,100.32,192,6
559799,88.37,13,11
559800,239.63,40,17
559801,348.56,43,31
559802,666.8199999999999,99,49
559804,393.31,334,41
559805,3.95,1,1
559806,490.11,271,24
559807,497.57,234,92
559809,229.81,140,41
559810,243.64999999999998,203,6
559811,305.1,146,15
559812,377.74,351,34
559813,753.66,392,37
559814,370.16,238,25
559815,757.6,752,5
559816,3405.4,1169,434
559817,1839.58,652,297
559818,515.3,386,7
559819,256.7,117,10
559821,131.45,25,14
559822,12.75,1,1
559823,52.8,32,2
559824,263.38,164,31
559826,104.05,27,4
559827,431.8,277,6
559828,7.9,2,1
559831,416.90000000000003,240,18
559834,239.20000000000002,148,16
559835,15.0,1,1
559836,516.12,294,30
559861,179.17,94,11
559862,515.72,354,21
559863,352.94,173,30
559864,406.23,361,27
559865,1086.8300000000002,639,25
559866,610.01,581,42
559872,47.24,60,5
559876,240.1,207,57
559877,178.82,42,8
559878,367.5,101,52
559879,5.1,2,1
559881,162.63,86,27
559883,56.18,82,4
559884,535.52,800,32
559885,69.72,60,3
559886,48.150000000000006,13,3
559887,162.75,97,53
559888,311.92,200,11
559889,915.46,667,10
559890,45.6,13,2
559893,608.46,284,46
559894,410.55,398,126
559895,317.40000000000003,134,9
559896,177.85,49,16
559897,660.01,334,19
559898,353.08,198,57
559899,281.71,94,12
559900,214.2,132,5
559901,23.25,17,2
559902,103.28,95,46
559903,353.09,318,20
559904,506.16,282,30
559905,152.81,113,8
559906,185.85000000000002,75,11
559907,936.48,625,40
559909,330.92,291,26
559910,35.6,14,2
559911,270.9,104,9
559912,357.78000000000003,244,22
559913,17.4,12,2
559914,798.11,130,60
559916,110.13999999999999,58,4
559918,488.40000000000003,301,28
559919,2735.16,4308,22
559920,61.2,24,1
559921,299.05,149,83
559922,574.7,454,25
559923,2387.13,883,343
559924,23.85,3,1
559925,316.85,135,9
559926,39.6,24,2
559927,461.08,364,7
559928,1710.39,857,54
559929,252.05,271,15
559930,585.62,330,25
559931,205.95000000000002,89,11
559932,561.9,54,5
559933,308.2,186,32
559934,304.92,198,16
559935,315.12,176,3
559936,49.92,48,1
559937,465.35,206,26
559938,112.81,35,13
559940,791.7,262,5
559941,1960.8000000000002,400,3
559942,1037.1,258,3
559944,596.7,78,3
559945,18.0,1,1
559948,1430.75,633,27
559951,309.40000000000003,120,13
559979,304.1,430,21
559980,202.87,129,8
559981,603.5400000000001,246,33
559982,164.0,52,9
559984,199.36,203,58
559985,219.06,170,11
559986,98.45,55,6
559987,688.0,781,15
559988,185.78,263,14
559989,521.49,177,24
559990,87.3,46,5
559991,139.95,27,20
559993,181.72,319,22
560010,285.0,276,19
560018,274.5,174,59
560024,244.87,169,40
560025,137.39000000000001,98,54
560026,116.55,91,11
560032,2.5,2,1
560033,902.09,429,35
560034,300.99,113,14
560035,2204.36,865,72
560036,1147.1,688,47
560038,875.28,300,13
560041,654.97,178,28
560042,170.45,88,11
560047,213.28,132,34
560048,132.16,127,9
560049,522.52,188,29
560050,32.39,13,10
560051,344.62,278,17
560052,413.64,248,16
560053,366.31,261,13
560078,453.75,224,24
560079,449.2,465,26
560080,3279.36,1632,10
560086,299.18,234,20
560087,326.4,128,1
560088,135.62,244,10
560089,82.53,32,13
560090,1548.83,462,255
560093,356.84,163,14
560094,408.21999999999997,490,16
560095,30.5,6,5
560096,95.4,12,3
560097,339.38,256,20
560098,127.88,50,20
560101,105.0,71,6
560102,288.57,96,17
560103,130.26,47,13
560104,155.51,84,33
560105,222.13,263,51
560106,772.43,747,50
560107,356.1,204,16
560108,208.5,42,8
560109,56.82,54,6
560115,180.8,72,31
560117,29.34,16,8
560118,418.96,246,21
560119,448.1,140,16
560120,971.13,569,45
560121,9.65,3,2
560122,119.04,48,2
560125,136.68,63,53
560145,709.74,332,34
560162,10.0,1,1
560180,185.07,57,6
560181,118.71,45,5
560182,254.35,203,3
560183,105.6,132,3
560184,52.980000000000004,54,4
560185,542.4,744,11
560186,113.06,27,17
560187,550.94,1,1
560188,322.2,144,9
560190,168.20000000000002,74,10
560191,60.0,16,4
560199,358.56000000000006,144,1
560200,30.0,24,1
560201,329.3,86,4
560202,776.0500000000001,119,13
560203,471.56,285,24
560204,154.20000000000002,36,3
560205,16.5,10,1
560207,410.85,123,19
560209,1220.77,623,154
560210,107.4,20,8
560211,561.0600000000001,297,28
560212,180.42,118,28
560217,0.79,1,1
560222,231.39000000000001,165,18
560223,180.89,69,30
560224,400.76,248,45
560225,2929.35,930,379
560228,305.61,725,32
560229,155.3,114,11
560230,345.23,107,9
560231,250.95,133,9
560232,238.4,114,22
560233,245.44,475,47
560234,1885.1,1104,24
560235,189.58,118,9
560236,35.400000000000006,12,2
560237,49.550000000000004,13,3
560238,307.5,208,18
560239,1242.38,751,82
560240,216.37,96,25
560241,80.7,42,2
560244,266.81,240,55
560245,228.10999999999999,210,49
560246,1353.1,328,15
560247,111.89999999999999,34,5
560248,438.76,330,43
560249,201.25,236,30
560250,259.79,117,28
560251,383.2,215,57
560252,115.87,61,9
560253,535.59,199,22
560254,236.94,322,19
560255,783.9,380,70
560256,140.76,68,25
560257,810.09,703,17
560258,482.8,152,8
560259,541.4300000000001,723,41
560260,169.79,69,57
560261,207.16,138,21
560262,368.18,162,16
560263,89.26,76,4
560264,417.38,156,24
560265,413.38,499,22
560266,338.7,66,6
560267,129.5,32,6
560268,211.69,103,10
560269,148.16000000000003,76,4
560270,130.78,98,27
560271,341.35,193,94
560272,150.10000000000002,47,6
560273,372.3,210,22
560274,91.73,65,7
560275,15.0,4,1
560276,108.44,110,27
560277,114.14,54,9
560278,173.39000000000001,93,42
560279,173.65,63,9
560280,705.3000000000001,1002,6
560281,152.68,98,48
560282,277.12,100,14
560283,277.07,151,16
560284,204.54,134,11
560285,675.7,382,29
560286,898.44,236,6
560287,115.49,43,17
560288,563.42,354,21
560290,332.03999999999996,50,32
560291,562.5,71,45
560292,321.45,46,30
560293,526.8,96,52
560294,148.37,20,14
560295,456.84000000000003,316,9
560296,500.34,82,36
560297,51.0,8,8
560298,645.35,90,50
560299,747.78,676,31
560300,800.46,1202,67
560302,47.7,6,1
560305,235.35,149,39
560355,114.55,17,6
560356,333.11,97,13
560357,183.5,84,11
560359,337.43,298,92
560360,3949.32,2160,75
560361,272.81,179,19
560362,150.78,138,10
560363,131.5,83,10
560364,1585.94,480,33
560366,487.97,451,34
560367,12.75,1,1
560368,728.0600000000001,384,117
560373,4287.63,1,1
560381,378.16,160,13
560382,119.4,12,1
560383,314.15000000000003,143,13
560385,303.29,145,61
560387,179.41,109,18
560392,217.6,430,8
560393,470.25,465,50
560394,556.58,310,39
560397,364.14,204,21
560398,1734.58,838,32
560410,530.47,287,31
560411,550.64,1,1
560412,207.94,132,27
560413,550.64,1,1
560415,304.52,136,17
560416,21.72,28,2
560417,147.18,108,9
560419,717.23,1,1
560421,1592.49,1,1
560422,300.18,162,17
560426,370.1,200,20
560431,611.86,1,1
560432,484.1,198,15
560433,1721.77,582,239
560434,2953.59,1193,444
560437,218.62,100,15
560438,294.92,1,1
560439,705.45,1,1
560441,165.20000000000002,24,6
560442,120.23,36,14
560443,201.96,202,7
560444,443.40000000000003,302,68
560445,11134.34,5726,60
560446,532.3199999999999,496,3
560447,525.03,229,13
560448,576.0,352,23
560449,335.1,220,14
560450,90.0,72,3
560451,1527.0,762,68
560452,99.6,33,5
560453,1198.3799999999999,868,53
560454,224.3,84,14
560469,220.15,37,1
560473,483.02000000000004,174,23
560483,355.53999999999996,350,15
560491,158.65,97,57
560494,20.4,24,1
560499,460.14,371,32
560500,131.66,52,15
560501,91.4,92,4
560503,362.82,166,19
560504,4406.61,3089,178
560523,64.8,48,2
560527,470.95,372,30
560534,390.98,257,25
560535,242.91,367,13
560536,123.15,81,7
560537,323.09,248,34
560538,306.4,192,18
560539,513.48,408,25
560544,60.650000000000006,25,4
560545,105.6,57,6
560546,232.05,39,2
560547,614.2,241,29
560548,121.38,42,1
560549,653.9,188,9
560551,109.01,50,23
560552,750.9300000000001,505,40
560553,126.35,83,7
560554,358.57,207,12
560555,99.45,112,50
560557,110.23,25,13
560562,185.55,91,10
560566,431.66,194,30
560567,3342.95,741,82
560568,554.84,248,30
560569,557.6800000000001,334,37
560570,36.56,40,4
560571,729.07,464,34
560573,112.35,1,1
560575,106.4,1,1
560576,202.07,110,27
560577,471.27000000000004,173,14
560579,566.13,241,48
560580,8801.51,2565,84
560581,611.76,1074,6
560582,49.470000000000006,291,1
560584,112.74,32,28
560586,667.2,96,1
560587,60.0,10,1
560590,1292.31,812,76
560591,1.65,1,1
560592,557.6800000000001,296,2
560595,814.48,868,5
560596,186.20000000000002,172,4
560597,326.4,128,2
560598,310.45,63,14
560599,191.16,3186,1
560601,176.68,95,72
560602,336.36,222,20
560603,300.65,173,19
560604,464.72,248,5
560605,611.24,712,4
560606,293.07,321,19
560607,301.52,59,4
560634,421.44,360,12
560635,599.68,309,38
560640,313.76,64,4
560641,111.96000000000001,36,2
560642,329.65000000000003,174,9
560644,435.79,343,43
560646,2365.91,581,7
560648,710.25,175,7
560650,456.66999999999996,417,89
560651,451.42,1,1
560658,451.42,1,1
560686,385.57,207,15
560688,153.34,89,23
560689,312.9,114,28
560690,469.76,299,30
560691,533.04,335,29
560692,106.75,52,35
560693,119.17999999999999,66,6
560694,835.65,457,28
560695,785.0,556,5
560696,111.49000000000001,45,32
560697,227.92,368,12
560698,664.83,213,16
560700,157.71,108,32
560701,289.2,241,27
560710,26.02,10,10
560711,193.23,114,55
560712,116.13,76,40
560713,160.8,56,12
560714,26.25,20,13
560715,132.95000000000002,47,7
560716,1532.76,600,70
560718,1682.59,1005,26
560720,17.0,2,1
560721,29.76,24,2
560723,380.33,310,93
560724,534.34,464,29
560725,59.699999999999996,54,4
560726,102.41,127,34
560727,126.58,148,23
560728,348.29,154,19
560729,5433.57,3237,50
560731,163.68,168,11
560732,339.38,195,50
560734,990.0,360,1
560736,345.14000000000004,190,13
560742,312.90000000000003,139,16
560754,310.82,496,13
560755,343.35,141,2
560772,3105.08,1345,450
560773,2330.17,847,334
560775,1.25,1,1
560776,408.25,341,28
560777,353.52,58,35
560778,332.89,52,28
560779,895.16,129,49
560780,806.67,128,60
560781,353.02,155,8
560782,337.93,317,26
560783,676.8,335,29
560790,902.4000000000001,168,8
560791,96.89,109,7
560792,685.5,110,7
560805,120.0,68,5
560807,480.18,308,29
560820,146.66,127,11
560821,109.44999999999999,11,2
560824,134.57,77,27
560826,495.24000000000007,412,7
560827,252.45,73,14
560828,1088.86,2316,65
560829,283.12,184,15
560833,176.31,60,32
560834,484.40000000000003,204,11
560839,121.54,23,12
560841,2569.55,2169,99
560843,99.0,60,1
560844,74.88,24,2
560845,301.26,202,21
560853,445.7,248,33
560854,473.09999999999997,300,16
560856,421.7,431,27
560858,295.8,100,2
560859,87.30000000000001,37,8
560861,178.75,121,38
560862,287.83,209,44
560863,104.28,57,31
560864,475.36,680,24
560865,31.8,4,1
560868,82.92,23,23
560870,375.26,314,18
560871,20.8,10,1
560872,338.03000000000003,269,19
560873,563.07,309,7
560875,606.46,294,29
560876,1159.06,522,36
560878,201.18,138,40
560879,64.02,62,5
560881,56.3,18,9
560882,312.59000000000003,148,19
560883,452.71,793,13
560884,890.0,600,7
560885,189.26,206,13
560886,675.0,100,1
560887,2064.8,944,4
560888,352.46,138,16
560891,254.38,262,19
560892,877.36,498,35
560893,310.34000000000003,206,18
560894,751.75,269,19
560895,1021.9200000000001,841,41
560896,301.03000000000003,125,19
560897,139.2,48,2
560900,3.79,3,3
560901,746.57,304,32
560906,173.8,52,10
560908,86.24,80,5
560911,41.1,23,9
560913,4.25,1,1
560914,310.93,130,16
560915,308.6,156,16
560916,325.64,229,10
560917,833.85,109,1
560918,813.89,567,42
560919,430.0,100,1
560920,385.52,149,17
560921,322.67,313,22
560922,260.9,147,12
560924,647.92,472,4
560925,1665.1999999999998,336,10
560926,3814.99,1561,438
560927,572.9300000000001,202,21
560928,425.96000000000004,266,21
560929,53.79,27,5
560930,325.44,420,26
560931,175.04999999999998,52,6
560934,374.28,272,14
560937,213.67,122,60
560938,1584.36,324,58
560942,164.92,134,32
560972,438.5,138,15
560974,508.25,275,26
560975,167.4,100,8
560976,83.7,126,6
560977,422.40000000000003,308,14
560978,480.62,446,21
560979,310.36,372,18
560980,318.8,88,3
560988,356.0,62,5
560989,748.14,346,41
560991,890.0699999999999,586,49
560992,224.94,70,9
560993,20.1,6,6
560994,38.16,20,2
560995,5.84,6,3
560996,685.1,465,101
560997,768.02,426,40
560998,214.62,110,14
560999,62.5,46,23
561000,3.3,2,1
561001,311.07,149,7
561002,325.44,96,1
561003,23.8,4,1
561004,304.87,89,8
561005,134.44,86,21
561006,469.90000000000003,232,26
561007,649.46,520,29
561008,185.7,96,12
561009,489.6,484,15
561010,149.48,182,13
561020,310.88,146,39
561021,320.71,61,5
561022,282.66,266,20
561023,354.24,144,3
561024,693.37,263,26
561025,196.28,93,71
561026,172.17000000000002,175,48
561027,1468.3600000000001,778,12
561028,319.85,228,24
561029,412.93,236,24
561030,265.87,149,23
561031,307.8,412,5
561032,390.7,62,6
561033,383.12,319,26
561034,208.77,144,52
561035,244.8,96,1
561036,290.46,156,71
561037,612.1,472,43
561038,112.0,20,13
561039,452.42,598,8
561040,505.46000000000004,214,20
561042,361.22,256,22
561043,632.13,234,44
561044,357.4,122,6
561045,124.71,183,8
561046,452.0,340,6
561047,194.48,1368,9
561048,761.76,384,5
561049,147.12,216,3
561050,403.05,466,30
561051,7138.12,3312,28
561052,711.84,624,5
561053,324.0,840,2
561054,426.22,174,13
561055,201.6,480,1
561056,133.76,120,8
561057,11.22,5,2
561058,373.1,78,11
561060,229.14,178,17
561062,19.5,6,1
561063,174.0,120,2
561064,136.60000000000002,17,6
561065,101.05,15,6
561066,206.25,296,40
561067,99.96000000000001,84,3
561068,501.14,291,30
561070,136.65,57,7
561071,440.26,328,17
561072,384.29,233,25
561073,1104.31,589,24
561074,303.75,137,15
561075,185.0,116,11
561076,402.08000000000004,152,13
561077,868.49,399,52
561078,197.9,94,8
561079,385.75,249,54
561080,302.54,92,48
561081,148.96,108,25
561082,5.04,12,1
561084,265.27,281,21
561085,929.53,551,50
561087,261.42,214,14
561088,62.400000000000006,30,3
561089,106.45000000000002,39,6
561090,180.98,24,19
561091,217.44,70,22
561092,288.5,195,19
561093,1358.39,649,47
561094,513.64,410,33
561095,449.73,181,15
561096,273.8,156,13
561097,397.2,196,13
561098,558.49,193,26
561099,191.95,63,25
561100,322.53000000000003,435,29
561101,241.92,336,1
561102,376.24,241,17
561105,414.25,195,16
561106,520.23,267,26
561109,298.2,212,3
561111,734.0,376,5
561112,124.44,34,29
561113,816.3,833,111
561114,294.9,418,20
561115,252.4,113,8
561116,856.0,411,12
561118,127.95000000000002,37,6
561119,233.51,71,11
561120,187.20000000000002,90,9
561125,531.96,254,30
561128,331.74,197,18
561132,126.75,105,4
561147,317.82,674,25
561170,150.85,195,5
561189,101.15,13,6
561190,113.95,93,8
561191,299.4,228,6
561192,441.14,163,58
561193,87.4,78,5
561194,617.54,332,31
561195,564.03,572,102
561196,110.14,74,4
561197,346.3,114,28
561199,337.5,50,5
561200,95.28,49,5
561201,111.25,36,14
561202,135.0,114,9
561203,311.76,316,16
561204,451.13,155,24
561205,200.47,231,16
561206,302.71000000000004,67,23
561207,7.040000000000001,2,2
561208,2007.4,2924,27
561209,2511.4,661,300
561214,1412.75,379,164
561216,120.0,8,1
561217,1685.6399999999999,382,208
561218,1191.6299999999999,308,157
561219,301.2,380,23
561220,427.23,277,24
561221,214.82,110,13
561222,491.0,646,38
561223,152.66,141,14
561224,895.0,500,5
561226,222.831,100,12
561228,118.8,72,1
561231,237.55,151,21
561236,908.46,810,43
561241,210.0,210,10
561242,1152.8,1323,27
561243,36.68,19,10
561244,100.82,54,6
561245,20.62,4,3
561246,208.96,240,15
561247,668.39,581,43
561248,24.96,48,2
561257,396.77,252,7
561258,1611.11,861,38
561259,147.1,22,6
561280,130.8,96,7
561284,87.96000000000001,67,5
561288,136.29,166,13
561295,1648.73,1057,28
561314,161.9,114,8
561320,191.89000000000001,103,28
561321,162.06,50,16
561322,301.98,426,26
561324,295.64,468,21
561325,449.87,770,42
561329,154.21,48,16
561330,462.75,309,28
561331,127.61,95,26
561332,593.74,142,22
561333,12.75,1,1
